menu_id,__index,id,title,price,image,description,category,special
"1","25","26","Southern Fried Chicken Sandwich","10","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Southern%20Fried%20Chicken%20Sandwich/1.%20fried_chicken_sandwich_01_e91a1ce9464bb8d8e7663290859235f1.jpg","Potato Bun, Fried, Chicken Breast, Coleslaw, Fried Pickles, Onions, Tomato, Fries or Salad","sandwiches&burgers",""
"1","26","27","French Dip Sandwich","12","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20French%20Dip%20Sandwich/1.%20dsc_0580.jpg","Sliced Ribeye, Beef Aujus, Baguette, Fries or Salad","sandwiches&burgers",""
"1","27","28","Banh Mi - Baguette","10","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Banh%20Mi%20Baguette/1.%20banh-mi-baguette-ultimate-sandwich-wyza-com-au.jpg","Vietnamese Mayo, Grilled Pork, Pickled daikon and carrots, Jalapeno, Cilantro, Cucumber","sandwiches&burgers","v0"
"1","28","29","Spaghetti and Marinara","8","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Spaghetti%20and%20Marinara/1.%20b4779679-13fd-45ab-8758-ad3663729ff1.jpg","Homemade Marinara, Parmesan, Cheese","pasta","v0"
"1","29","30","Pasta Alfredo w/Chicken","14","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Pasta%20Alfredo/Chicken/1.%20chicken.jpeg","White Cream Sauce, Linguini Pasta, Broccoli, Spinach, Chicken Breast, Parmesan Cheese","pasta","v0"
"1","30","31","Vermicelli Bowl","13","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Vermicelli%20Bowl/1.%20vietnamese-noodle-bowls-chicken-20-landscape.jpg","Rice Noodle, Nuoc Mam Dressing, Pickled Daikon & Carrots, Peanuts, Cilantro, Mint","entrï¿½e",""
"1","31","32","Fish N chips","15","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Fish%20N%20chips/1.%20make-fish-and-chips-step-14.jpg","Beer Battered Cod, Fries, Tartar Sauce","entrï¿½e",""
"1","32","33","Teriyaki Chicken Plate","12","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Teriyaki%20Chicken%20Plate/1.%20sweetisland-650x975.jpg","Marinated Grilled Chicken Breast, Seasonal Vegetables, Macaroni Salad, Rice","entrï¿½e",""
"1","33","34","Mongolian Beef","13","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Mongolian%20Beef/1.%20slow_cooker_mongolian_beef_3.jpg","Beef, Szechuan Peppercorn Sauce, Onion, Chili, Rice","entrï¿½e",""
"1","34","35","Seared Salmon Teriyaki","16.5","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Seared%20Salmon%20Teriyaki/1.%20super-easy-teriyaki-salmon-1.jpg","Rice, Seasonal Vegetables","entrï¿½e",""
"1","35","36","Firecracker Chicken","11","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Firecracker%20Chicken/1.%20firecrackerfinal.jpg","Chicken Breast, Szechuan Chili, Onion, Rice","entrï¿½e",""
"1","36","37","Chicken Tikka Masala","15","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Chicken%20Tikka%20Masala/1.%20chicken-tikka-masala_0.jpg","Marinated and Grilled Chicken Thighs, Creamy Tomato Curry, Spiced Basmati Rice, Pickled Red Onion, Cilantro, Naan","entrï¿½e","v0"
"1","37","38","Palak Paneer","12","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Palak%20Paneer/1.%20palak-paneer-recipe25.jpg","Spinach Curry, Paneer Cheese, Spiced Basmati Rice, Naan","entrï¿½e","v"
"1","38","39","Fried Rice","10","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Fried%20Rice/1.%20friedricefinal.jpg","Carrots, Peas, Egg, Scallions","entrï¿½e","v"
"1","39","40","Chow Mein","10","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Chow%20Mein/1.%201440693433616.jpeg","Carrots, Onion, Scallion, Bean Sprouts, Cabbage, Egg Noodles","entrï¿½e","v"
"1","40","41","Salt N Pepper Pork","13","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Salt%20N%20Pepper%20Pork/1.%20saltandpepperporkchops1.jpg","Beer Battered, Chinese Salt, Bok Choy, Rice","entrï¿½e",""
"1","41","42","N.Y. Steak","28","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20N.Y.%20Steak/1.%20akb_stk_nys_p01_35823_sf2.jpg","Roasted Potatoes, Seasonal Vegetables","steak",""
"1","42","43","Ribeye","29","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Ribeye/1.%20rb035.jpg","Roasted Potatoes, Seasonal Vegetables","steak",""
"1","43","44","Build Your Own Omelet","8","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Build%20Your%20Own%20Omelet/1.%20build-your-own-omlete.jpg","(2) Meat Options Bacon, Sausage, Ham, or Spam and choice of Hash Brown or Country Potatoes & Toast:White, Sourdough, or Wheat","breakfast",""
"1","44","45","Bay 101 Basic","8","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Bay%20101%20Basic/1.%20dsc_0058.jpg","2 Eggs, 2 Bacon, 2 Sausage and choice of Hash Brown or Country Potatoes & Toast:White, Sourdough, or Wheat","breakfast",""
"1","45","46","Bay 101 Mini Breakfast","7.5","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Bay%20101%20Mini%20Breakfast/1.%206fbe7cdd9710722a7230ba28b974bcf2--breakfast-quesadilla-quesadilla-recipes.jpg","1 Sausage, 1 Bacon, 2 Eggs and choice of Hash Brown or Country Potatoes & Toast:White, Sourdough, or Wheat","breakfast",""
"1","46","47","Ham & Cheese Omelet","8","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Ham%20&%20Cheese%20Omelet/1.%20ham_cheese_omelette_930x5502-930x550.jpg","Choice of Cheddar or Swiss and choice of Hash Brown or Country Potatoes & Toast:White, Sourdough, or Wheat","breakfast",""
"1","47","48","Farmers Omelet","10","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Farmers%20Omelet/menu-california-omelet1.jpg","Tomato, Onion, Spinach, Avocado, Bell Pepper, Swiss or Cheddar and choice of Hash Brown or Country Potatoes & Toast:White, Sourdough, or Wheat","breakfast","v"
"1","48","49","Hawaiian Breakfast","14","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Hawaiian%20Breakfast/1.%20hawaiian-breakfast-pizza_exps63774_thhc2377560c03_06_2bc_rms.jpg","Spam, 2 Eggs, Mac Salad, Portuguese Sausage, Scallion Fried Rice","breakfast",""
"1","49","50","Breakfast Burrito","8","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Breakfast%20Burrito/download.jpg","Flour Tortilla, Eggs, Hash browns, Pico De Gallo, Sour Cream Choice of Bacon, Ham, Sausage or Spam","breakfast",""
"1","50","51","Buttermilk Pancakes","8","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Buttermilk%20Pancakes/SFS_Buttermilk_Pancakes-25.jpg","Butter, Maple Syrup","breakfast","v"
"1","51","52","Belgian Waffle","8","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Belgian%20Waffle/exps4869_RDS2928497A10_11_1b_WEB.jpg","Whipped Cream, Mixed Berries","breakfast","v"
"1","52","53","Stuffed French Toast","9","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Stuffed%20French%20Toast/1.%20creamy-stuffed-french-toast.ash","Brioche, Cream Cheese, Mixed Berries Whipped Cream, Powdered Sugar","breakfast","v"
"1","53","54","Fried Fish Tacos (3)","11","https://eatoutsocial.com/pages/bay101/players_menu_img/./Fried%20Fish%20Tacos%20(3)/1.%2020130717-fish-tacos-1.jpg","Fresno Chili Aioli, Shredded Cabbage, Pico De Gallo, Sour Cream","tacos",""
"1","54","55","Carne Asada (3)","11","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Carne%20Asada%20(3)/Grilled-Carne-Asada-Skirt-Steak-Tacos.jpg","Corn Tortillas, Pico De Gallo, Guacamole, Salsa Roja and Salsa Verde","tacos",""
"1","55","56","Chicken (3)","11","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Chicken%20(3)/0020765400000.jpg","Corn Tortillas, Pico De Gallo, Guacamole, Salsa Roja and Salsa Verde","tacos",""
"1","56","57","Carnitas (3)","11","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Carnitas%20(3)/carnitas-1600.jpg","Slow Braised Pork, Corn Tortillas, Pico De Gallo, Guacamole, Salsa Roja and Salsa Verde","tacos",""
"1","57","58","Al Pastor (3)","11","https://eatoutsocial.com/pages/bay101/players_menu_img/./%20Al%20Pastor%20(3)/1.%20tacos-al-pastor-cebolla-tortilla.jpg","Slow Roasted Pork, Corn Tortillas, Pico De Gallo, Guacamole, Salsa Roja and Salsa Verde","tacos",""
